pid,L1_prime,LX_target,stim_pair,condition,referent,translation,congruence,response,rt
1014,img_palec,"abuset, tobyla","img_palec-abuset, tobyla",IIC,image,mismatch,congruent,correct,1.306427799980156
1014,img_cebula,"sawiko, staca","img_cebula-sawiko, staca",III,image,mismatch,incongruent,correct,0.4929030999774113
1014,img_palec,"abuset, tobyla","img_palec-abuset, tobyla",ICC,image,match,congruent,correct,0.6961876000277698
1014,wyspa,"josta, owiza","wyspa-josta, owiza",OII,orthography,mismatch,incongruent,correct,0.7630852999864146
1014,img_dynia,"tobyla, abuset","img_dynia-tobyla, abuset",IIC,image,mismatch,congruent,correct,1.322367999935523
1014,img_butelka,"uwa, chepra","img_butelka-uwa, chepra",ICI,image,match,incongruent,correct,0.7489105999702588
1014,winda,"nalet, debota","winda-nalet, debota",OII,orthography,mismatch,incongruent,correct,0.4387101999018341
1014,img_dynia,"tobyla, abuset","img_dynia-tobyla, abuset",ICC,image,match,congruent,correct,1.0347819000016898
1014,img_butelka,"uwa, chepra","img_butelka-uwa, chepra",III,image,mismatch,incongruent,correct,0.4715142999775707
1014,stopa,"beler, uwa","stopa-beler, uwa",OIC,orthography,mismatch,congruent,correct,0.6357505000196397
1014,winda,"nalet, debota","winda-nalet, debota",OCI,orthography,match,incongruent,correct,0.3757648000027984
1014,stopa,"beler, uwa","stopa-beler, uwa",OCC,orthography,match,congruent,correct,0.6639533000998199
1014,img_parasol,"izodo, ota","img_parasol-izodo, ota",ICC,image,match,congruent,correct,0.6069733999902382
1014,img_parasol,"izodo, ota","img_parasol-izodo, ota",IIC,image,mismatch,congruent,correct,0.7807744999881834
1014,oko,"pekom, sodem","oko-pekom, sodem",OIC,orthography,mismatch,congruent,missed,N/A
1014,img_osa,"lalum, sawiko","img_osa-lalum, sawiko",ICI,image,match,incongruent,correct,0.7629449999658391
1014,oko,"pekom, sodem","oko-pekom, sodem",OCC,orthography,match,congruent,correct,0.7799456999637187
1014,papuga,"abedo, wema","papuga-abedo, wema",OCI,orthography,match,incongruent,correct,0.3628965000389144
1014,papuga,"abedo, wema","papuga-abedo, wema",OII,orthography,mismatch,incongruent,correct,0.5387681000865996
1014,img_osa,"lalum, sawiko","img_osa-lalum, sawiko",III,image,mismatch,incongruent,correct,0.2913653999567032
1014,img_krawat,"tanek, lazin","img_krawat-tanek, lazin",ICI,image,match,incongruent,correct,0.4705303999362513
1014,ucho,"stotewal, honisa","ucho-stotewal, honisa",OII,orthography,mismatch,incongruent,correct,0.6432229999918491
1014,zegarek,"ezaja, fena","zegarek-ezaja, fena",OIC,orthography,mismatch,congruent,correct,0.6561140000121668
1014,ucho,"stotewal, honisa","ucho-stotewal, honisa",OCI,orthography,match,incongruent,correct,0.6345541
1014,img_kaczka,"nedonim, obir","img_kaczka-nedonim, obir",IIC,image,mismatch,congruent,correct,0.5039774000179023
1014,img_krawat,"tanek, lazin","img_krawat-tanek, lazin",III,image,mismatch,incongruent,incorrect,0.6343254999956116
1014,img_kaczka,"nedonim, obir","img_kaczka-nedonim, obir",ICC,image,match,congruent,correct,0.3358966000378132
1014,zegarek,"ezaja, fena","zegarek-ezaja, fena",OCC,orthography,match,congruent,incorrect,0.6566422999603674
1014,lalka,"abuset, abedo","lalka-abuset, abedo",OCI,orthography,match,incongruent,correct,0.6928584000561386
1014,skarpetka,"prelata, seranak","skarpetka-prelata, seranak",OIC,orthography,mismatch,congruent,correct,1.1024691000347957
1014,img_krowa,"lakob, nuketo","img_krowa-lakob, nuketo",ICC,image,match,congruent,correct,0.6399834000039846
1014,lalka,"abuset, abedo","lalka-abuset, abedo",OII,orthography,mismatch,incongruent,correct,0.6776736000319943
1014,img_oko,"pekom, sodem","img_oko-pekom, sodem",ICI,image,match,incongruent,correct,0.7447949
1014,img_krowa,"lakob, nuketo","img_krowa-lakob, nuketo",IIC,image,mismatch,congruent,correct,0.2983479000395164
1014,img_oko,"pekom, sodem","img_oko-pekom, sodem",III,image,mismatch,incongruent,correct,0.7973513999022543
1014,skarpetka,"prelata, seranak","skarpetka-prelata, seranak",OCC,orthography,match,congruent,correct,0.4603194999508559
1014,img_lalka,"abuset, abedo","img_lalka-abuset, abedo",IIC,image,mismatch,congruent,correct,1.4639375999104232
1014,owca,"rocepra, techar","owca-rocepra, techar",OIC,orthography,mismatch,congruent,correct,0.9086201
1014,lustro,"ostana, waben","lustro-ostana, waben",OII,orthography,mismatch,incongruent,correct,0.4939355000387877
1014,img_mewa,"lazin, tanek","img_mewa-lazin, tanek",ICI,image,match,incongruent,incorrect,1.5843643000116572
1014,img_lalka,"abuset, abedo","img_lalka-abuset, abedo",ICC,image,match,congruent,correct,0.4640958000672981
1014,img_mewa,"lazin, tanek","img_mewa-lazin, tanek",III,image,mismatch,incongruent,incorrect,0.7330773000139743
1014,owca,"rocepra, techar","owca-rocepra, techar",OCC,orthography,match,congruent,correct,0.6787411000113934
1014,lustro,"ostana, waben","lustro-ostana, waben",OCI,orthography,match,incongruent,correct,0.5459050999488682
1014,img_ryba,"nalet, alo","img_ryba-nalet, alo",ICC,image,match,congruent,missed,N/A
1014,img_ziemniak,"lazin, pekom","img_ziemniak-lazin, pekom",ICI,image,match,incongruent,correct,0.7758187000872567
1014,dzwonek,"owiza, josta","dzwonek-owiza, josta",OII,orthography,mismatch,incongruent,missed,N/A
1014,img_ziemniak,"lazin, pekom","img_ziemniak-lazin, pekom",III,image,mismatch,incongruent,missed,N/A
1014,osa,"lalum, sawiko","osa-lalum, sawiko",OCC,orthography,match,congruent,missed,N/A
1014,img_ryba,"nalet, alo","img_ryba-nalet, alo",IIC,image,mismatch,congruent,missed,N/A
1014,dzwonek,"owiza, josta","dzwonek-owiza, josta",OCI,orthography,match,incongruent,missed,N/A
1014,osa,"lalum, sawiko","osa-lalum, sawiko",OIC,orthography,mismatch,congruent,missed,N/A
1014,jajko,"debota, nalet","jajko-debota, nalet",OCI,orthography,match,incongruent,correct,0.4433617000468075
1014,img_skarpetka,"prelata, seranak","img_skarpetka-prelata, seranak",III,image,mismatch,incongruent,incorrect,0.7354770000092685
1014,img_skarpetka,"prelata, seranak","img_skarpetka-prelata, seranak",ICI,image,match,incongruent,correct,0.4009840000653639
1014,img_kapelusz,"izodo, stotewal","img_kapelusz-izodo, stotewal",IIC,image,mismatch,congruent,correct,0.4400303999427706
1014,mewa,"lazin, tanek","mewa-lazin, tanek",OCC,orthography,match,congruent,correct,1.3008272999431938
1014,jajko,"debota, nalet","jajko-debota, nalet",OII,orthography,mismatch,incongruent,correct,0.6943020999897271
1014,mewa,"lazin, tanek","mewa-lazin, tanek",OIC,orthography,mismatch,congruent,incorrect,0.4083587999921292
1014,img_kapelusz,"izodo, stotewal","img_kapelusz-izodo, stotewal",ICC,image,match,congruent,correct,0.3659260999411344
1014,butelka,"uwa, chepra","butelka-uwa, chepra",OIC,orthography,mismatch,congruent,correct,0.5750029999762774
1014,fartuch,"ota, izodo","fartuch-ota, izodo",OII,orthography,mismatch,incongruent,correct,0.7734362999908626
1014,img_torba,"owiza, lakob","img_torba-owiza, lakob",IIC,image,mismatch,congruent,correct,0.7400022000074387
1014,img_owca,"rocepra, techar","img_owca-rocepra, techar",III,image,mismatch,incongruent,correct,0.7418074000161141
1014,img_owca,"rocepra, techar","img_owca-rocepra, techar",ICI,image,match,incongruent,correct,0.4393624000949785
1014,butelka,"uwa, chepra","butelka-uwa, chepra",OCC,orthography,match,congruent,correct,0.3172330000670627
1014,img_torba,"owiza, lakob","img_torba-owiza, lakob",ICC,image,match,congruent,correct,0.4934364999644458
1014,fartuch,"ota, izodo","fartuch-ota, izodo",OCI,orthography,match,incongruent,incorrect,0.4639998000347987
1014,img_kolano,"obir, ostana","img_kolano-obir, ostana",IIC,image,mismatch,congruent,correct,1.0433988000731915
1014,kolano,"obir, ostana","kolano-obir, ostana",OCI,orthography,match,incongruent,correct,0.4650562999304384
1014,img_samolot,"beler, pakosta","img_samolot-beler, pakosta",ICI,image,match,incongruent,correct,0.3776884999824688
1014,cebula,"sawiko, staca","cebula-sawiko, staca",OIC,orthography,mismatch,congruent,correct,0.6582673999946564
1014,cebula,"sawiko, staca","cebula-sawiko, staca",OCC,orthography,match,congruent,correct,0.3973707
1014,img_kolano,"obir, ostana","img_kolano-obir, ostana",ICC,image,match,congruent,correct,0.3960989
1014,kolano,"obir, ostana","kolano-obir, ostana",OII,orthography,mismatch,incongruent,correct,0.4505664
1014,img_samolot,"beler, pakosta","img_samolot-beler, pakosta",III,image,mismatch,incongruent,correct,0.5592791000381112
1014,img_krawat,"tanek, lazin","img_krawat-tanek, lazin",III,image,mismatch,incongruent,incorrect,0.6069109999807552
1014,img_krawat,"tanek, lazin","img_krawat-tanek, lazin",ICI,image,match,incongruent,incorrect,0.6067854999564588
1014,img_kaczka,"nedonim, obir","img_kaczka-nedonim, obir",ICC,image,match,congruent,correct,0.2936067000264302
1014,img_kaczka,"nedonim, obir","img_kaczka-nedonim, obir",IIC,image,mismatch,congruent,correct,0.6481318000005558
1014,ucho,"stotewal, honisa","ucho-stotewal, honisa",OII,orthography,mismatch,incongruent,correct,0.7008204000303522
1014,ucho,"stotewal, honisa","ucho-stotewal, honisa",OCI,orthography,match,incongruent,correct,0.6556165999500081
1014,zegarek,"ezaja, fena","zegarek-ezaja, fena",OIC,orthography,mismatch,congruent,correct,0.8191970000043511
1014,zegarek,"ezaja, fena","zegarek-ezaja, fena",OCC,orthography,match,congruent,correct,0.9507536999881268
1014,img_wyspa,"josta, owiza","img_wyspa-josta, owiza",IIC,image,mismatch,congruent,correct,0.7671820999821648
1014,papryka,"sawiko, lalum","papryka-sawiko, lalum",OCC,orthography,match,congruent,correct,0.3597157000331208
1014,img_homar,"staca, deba","img_homar-staca, deba",ICI,image,match,incongruent,correct,0.3503224999876693
1014,img_homar,"staca, deba","img_homar-staca, deba",III,image,mismatch,incongruent,correct,0.2883572001010179
1014,ryba,"nalet, alo","ryba-nalet, alo",OCI,orthography,match,incongruent,correct,1.2603038
1014,img_wyspa,"josta, owiza","img_wyspa-josta, owiza",ICC,image,match,congruent,correct,0.3196018000598997
1014,ryba,"nalet, alo","ryba-nalet, alo",OII,orthography,mismatch,incongruent,correct,0.736668
1014,papryka,"sawiko, lalum","papryka-sawiko, lalum",OIC,orthography,mismatch,congruent,correct,0.7056856999406591
1014,kotwica,"fena, ezaja","kotwica-fena, ezaja",OCC,orthography,match,congruent,correct,0.7468884000554681
1014,kotwica,"fena, ezaja","kotwica-fena, ezaja",OIC,orthography,mismatch,congruent,correct,0.3311632
1014,img_dzwonek,"owiza, josta","img_dzwonek-owiza, josta",ICC,image,match,congruent,correct,0.3315402
1014,img_stopa,"beler, uwa","img_stopa-beler, uwa",ICI,image,match,incongruent,correct,0.8456438999855891
1014,parasol,"izodo, ota","parasol-izodo, ota",OII,orthography,mismatch,incongruent,correct,1.0109883000841364
1014,parasol,"izodo, ota","parasol-izodo, ota",OCI,orthography,match,incongruent,correct,0.3680163999088108
1014,img_dzwonek,"owiza, josta","img_dzwonek-owiza, josta",IIC,image,mismatch,congruent,correct,0.3440208
1014,img_stopa,"beler, uwa","img_stopa-beler, uwa",III,image,mismatch,incongruent,correct,1.409235000028275
1014,img_krowa,"lakob, nuketo","img_krowa-lakob, nuketo",ICC,image,match,congruent,correct,0.4875926999375224
1014,img_oko,"pekom, sodem","img_oko-pekom, sodem",III,image,mismatch,incongruent,correct,0.6182564999908209
1014,skarpetka,"prelata, seranak","skarpetka-prelata, seranak",OIC,orthography,mismatch,congruent,correct,0.5047798999585211
1014,img_oko,"pekom, sodem","img_oko-pekom, sodem",ICI,image,match,incongruent,correct,0.2825492999982089
1014,lalka,"abuset, abedo","lalka-abuset, abedo",OCI,orthography,match,incongruent,correct,0.4790144999278709
1014,lalka,"abuset, abedo","lalka-abuset, abedo",OII,orthography,mismatch,incongruent,correct,0.7456349
1014,img_krowa,"lakob, nuketo","img_krowa-lakob, nuketo",IIC,image,mismatch,congruent,correct,0.5696361999725923
1014,skarpetka,"prelata, seranak","skarpetka-prelata, seranak",OCC,orthography,match,congruent,correct,0.3540014000609517
1014,img_cebula,"sawiko, staca","img_cebula-sawiko, staca",III,image,mismatch,incongruent,correct,0.6409425999736413
1014,wyspa,"josta, owiza","wyspa-josta, owiza",OCI,orthography,match,incongruent,correct,0.8951921999687329
1014,krawat,"tanek, lazin","krawat-tanek, lazin",OIC,orthography,mismatch,congruent,incorrect,0.6493579000234604
1014,krawat,"tanek, lazin","krawat-tanek, lazin",OCC,orthography,match,congruent,incorrect,0.2856113000307232
1014,img_palec,"abuset, tobyla","img_palec-abuset, tobyla",ICC,image,match,congruent,correct,0.5436795999994501
1014,img_palec,"abuset, tobyla","img_palec-abuset, tobyla",IIC,image,mismatch,congruent,correct,0.6249877
1014,wyspa,"josta, owiza","wyspa-josta, owiza",OII,orthography,mismatch,incongruent,correct,1.2943913999479264
1014,img_cebula,"sawiko, staca","img_cebula-sawiko, staca",ICI,image,match,incongruent,correct,0.6249629999510944
1014,papuga,"abedo, wema","papuga-abedo, wema",OCI,orthography,match,incongruent,correct,0.5021377000957727
1014,img_parasol,"izodo, ota","img_parasol-izodo, ota",ICC,image,match,congruent,correct,0.69617
1014,papuga,"abedo, wema","papuga-abedo, wema",OII,orthography,mismatch,incongruent,correct,0.5705945
1014,oko,"pekom, sodem","oko-pekom, sodem",OCC,orthography,match,congruent,correct,0.5391370999859646
1014,oko,"pekom, sodem","oko-pekom, sodem",OIC,orthography,mismatch,congruent,correct,0.3459574
1014,img_osa,"lalum, sawiko","img_osa-lalum, sawiko",III,image,mismatch,incongruent,correct,0.5465775999473408
1014,img_parasol,"izodo, ota","img_parasol-izodo, ota",IIC,image,mismatch,congruent,correct,0.4759710000362247
1014,img_osa,"lalum, sawiko","img_osa-lalum, sawiko",ICI,image,match,incongruent,correct,0.2720208000391722
1014,kaczka,"nedonim, obir","kaczka-nedonim, obir",OII,orthography,mismatch,incongruent,correct,0.5474102000007406
1014,img_indyk,"rojon, nanoch","img_indyk-rojon, nanoch",III,image,mismatch,incongruent,correct,0.5248430999927223
1014,img_foka,"obir, nedonim","img_foka-obir, nedonim",ICC,image,match,congruent,correct,0.3423541999654844
1014,kaczka,"nedonim, obir","kaczka-nedonim, obir",OCI,orthography,match,incongruent,correct,0.4552572
1014,img_indyk,"rojon, nanoch","img_indyk-rojon, nanoch",ICI,image,match,incongruent,correct,0.6752326999558136
1014,homar,"staca, deba","homar-staca, deba",OCC,orthography,match,congruent,correct,0.3036580999614671
1014,img_foka,"obir, nedonim","img_foka-obir, nedonim",IIC,image,mismatch,congruent,correct,1.041645499994047
1014,homar,"staca, deba","homar-staca, deba",OIC,orthography,mismatch,congruent,correct,0.6053845999995247
1014,owca,"rocepra, techar","owca-rocepra, techar",OIC,orthography,mismatch,congruent,correct,0.4842309000669047
1014,img_lalka,"abuset, abedo","img_lalka-abuset, abedo",IIC,image,mismatch,congruent,incorrect,0.3172195000806823
1014,img_mewa,"lazin, tanek","img_mewa-lazin, tanek",III,image,mismatch,incongruent,correct,0.5754713000496849
1014,img_mewa,"lazin, tanek","img_mewa-lazin, tanek",ICI,image,match,incongruent,incorrect,1.1914954000385478
1014,owca,"rocepra, techar","owca-rocepra, techar",OCC,orthography,match,congruent,correct,0.6706262999214232
1014,lustro,"ostana, waben","lustro-ostana, waben",OCI,orthography,match,incongruent,correct,0.3851623999653384
1014,lustro,"ostana, waben","lustro-ostana, waben",OII,orthography,mismatch,incongruent,correct,0.3123780000023544
1014,img_lalka,"abuset, abedo","img_lalka-abuset, abedo",ICC,image,match,congruent,correct,0.6017806999152526
1014,img_dynia,"tobyla, abuset","img_dynia-tobyla, abuset",ICC,image,match,congruent,correct,0.5044138999655843
1014,stopa,"beler, uwa","stopa-beler, uwa",OIC,orthography,mismatch,congruent,correct,0.5064671000000089
1014,img_butelka,"uwa, chepra","img_butelka-uwa, chepra",ICI,image,match,incongruent,correct,0.6440986999077722
1014,winda,"nalet, debota","winda-nalet, debota",OII,orthography,mismatch,incongruent,correct,0.6810980000300333
1014,stopa,"beler, uwa","stopa-beler, uwa",OCC,orthography,match,congruent,correct,0.4842519999947399
1014,winda,"nalet, debota","winda-nalet, debota",OCI,orthography,match,incongruent,correct,0.5823835000628605
1014,img_butelka,"uwa, chepra","img_butelka-uwa, chepra",III,image,mismatch,incongruent,correct,0.5025020999601111
1014,img_dynia,"tobyla, abuset","img_dynia-tobyla, abuset",IIC,image,mismatch,congruent,correct,0.5927420000080019
1014,foka,"obir, nedonim","foka-obir, nedonim",OII,orthography,mismatch,incongruent,correct,0.5532531999051571
1014,img_papuga,"abedo, wema","img_papuga-abedo, wema",ICC,image,match,congruent,correct,0.4955827000085264
1014,img_zegarek,"ezaja, fena","img_zegarek-ezaja, fena",III,image,mismatch,incongruent,correct,0.6024917999748141
1014,samolot,"beler, pakosta","samolot-beler, pakosta",OIC,orthography,mismatch,congruent,correct,0.7294326999690384
1014,img_papuga,"abedo, wema","img_papuga-abedo, wema",IIC,image,mismatch,congruent,correct,0.7787320999195799
1014,samolot,"beler, pakosta","samolot-beler, pakosta",OCC,orthography,match,congruent,correct,0.6505738999694586
1014,img_zegarek,"ezaja, fena","img_zegarek-ezaja, fena",ICI,image,match,incongruent,incorrect,0.4688969999551773
1014,foka,"obir, nedonim","foka-obir, nedonim",OCI,orthography,match,incongruent,correct,0.3370013999519869
1014,img_ryba,"nalet, alo","img_ryba-nalet, alo",IIC,image,mismatch,congruent,correct,0.7611315000103787
1014,img_ziemniak,"lazin, pekom","img_ziemniak-lazin, pekom",ICI,image,match,incongruent,correct,0.3368150000460446
1014,dzwonek,"owiza, josta","dzwonek-owiza, josta",OCI,orthography,match,incongruent,correct,0.3385679
1014,osa,"lalum, sawiko","osa-lalum, sawiko",OIC,orthography,mismatch,congruent,correct,0.6516957000130787
1014,dzwonek,"owiza, josta","dzwonek-owiza, josta",OII,orthography,mismatch,incongruent,correct,0.5107799000106752
1014,img_ziemniak,"lazin, pekom","img_ziemniak-lazin, pekom",III,image,mismatch,incongruent,correct,0.7532304000342265
1014,img_ryba,"nalet, alo","img_ryba-nalet, alo",ICC,image,match,congruent,correct,0.9137592000188306
1014,osa,"lalum, sawiko","osa-lalum, sawiko",OCC,orthography,match,congruent,correct,0.4515293999575078
1014,gazeta,"techar, rocepra","gazeta-techar, rocepra",OCC,orthography,match,congruent,correct,0.6639129
1014,img_jajko,"debota, nalet","img_jajko-debota, nalet",ICC,image,match,congruent,correct,0.5305897999787703
1014,img_cytryna,"pakosta, beler","img_cytryna-pakosta, beler",ICI,image,match,incongruent,correct,0.4924600999802351
1014,img_jajko,"debota, nalet","img_jajko-debota, nalet",IIC,image,mismatch,congruent,correct,0.184235
1014,palec,"abuset, tobyla","palec-abuset, tobyla",OII,orthography,mismatch,incongruent,correct,1.214717200025916
1014,palec,"abuset, tobyla","palec-abuset, tobyla",OCI,orthography,match,incongruent,correct,0.3889816000591963
1014,gazeta,"techar, rocepra","gazeta-techar, rocepra",OIC,orthography,mismatch,congruent,correct,0.9714568000053988
1014,img_cytryna,"pakosta, beler","img_cytryna-pakosta, beler",III,image,mismatch,incongruent,correct,0.5149628000799567
1014,lotnisko,"alo, badipret","lotnisko-alo, badipret",OCI,orthography,match,incongruent,correct,0.6456963999662548
1014,indyk,"rojon, nanoch","indyk-rojon, nanoch",OCC,orthography,match,congruent,correct,0.4659000000683591
1014,img_lustro,"ostana, waben","img_lustro-ostana, waben",IIC,image,mismatch,congruent,correct,0.9511687000049278
1014,img_lustro,"ostana, waben","img_lustro-ostana, waben",ICC,image,match,congruent,correct,0.4543461999855935
1014,img_gazeta,"techar, rocepra","img_gazeta-techar, rocepra",ICI,image,match,incongruent,incorrect,0.8675108
1014,lotnisko,"alo, badipret","lotnisko-alo, badipret",OII,orthography,mismatch,incongruent,correct,0.3266835999675095
1014,img_gazeta,"techar, rocepra","img_gazeta-techar, rocepra",III,image,mismatch,incongruent,correct,0.1604283000342548
1014,indyk,"rojon, nanoch","indyk-rojon, nanoch",OIC,orthography,mismatch,congruent,correct,1.6400788
1014,dynia,"tobyla, abuset","dynia-tobyla, abuset",OII,orthography,mismatch,incongruent,correct,0.5653838000725955
1014,ziemniak,"lazin, pekom","ziemniak-lazin, pekom",OIC,orthography,mismatch,congruent,correct,0.5011713999556378
1014,img_lotnisko,"alo, badipret","img_lotnisko-alo, badipret",IIC,image,mismatch,congruent,correct,0.3830425000051036
1014,ziemniak,"lazin, pekom","ziemniak-lazin, pekom",OCC,orthography,match,congruent,correct,0.8389089000411332
1014,img_kotwica,"fena, ezaja","img_kotwica-fena, ezaja",ICI,image,match,incongruent,correct,0.3215179999824613
1014,dynia,"tobyla, abuset","dynia-tobyla, abuset",OCI,orthography,match,incongruent,correct,0.6529862999450415
1014,img_lotnisko,"alo, badipret","img_lotnisko-alo, badipret",ICC,image,match,congruent,correct,0.3856983999721706
1014,img_kotwica,"fena, ezaja","img_kotwica-fena, ezaja",III,image,mismatch,incongruent,correct,0.439677
1014,img_papryka,"sawiko, lalum","img_papryka-sawiko, lalum",III,image,mismatch,incongruent,correct,0.7082750000990927
1014,img_ucho,"stotewal, honisa","img_ucho-stotewal, honisa",ICC,image,match,congruent,correct,0.5670078999828547
1014,krowa,"lakob, nuketo","krowa-lakob, nuketo",OII,orthography,mismatch,incongruent,correct,0.5191516
1014,img_ucho,"stotewal, honisa","img_ucho-stotewal, honisa",IIC,image,mismatch,congruent,correct,0.9367722000461072
1014,img_papryka,"sawiko, lalum","img_papryka-sawiko, lalum",ICI,image,match,incongruent,correct,0.3703567000338807
1014,krowa,"lakob, nuketo","krowa-lakob, nuketo",OCI,orthography,match,incongruent,correct,0.4014246999286115
1014,koza,"rocepra, rojon","koza-rocepra, rojon",OIC,orthography,mismatch,congruent,correct,0.6871067000320181
1014,koza,"rocepra, rojon","koza-rocepra, rojon",OCC,orthography,match,congruent,correct,0.889344
1014,silnik,"fena, prelata","silnik-fena, prelata",OCC,orthography,match,congruent,correct,0.5323608999606222
1014,img_silnik,"fena, prelata","img_silnik-fena, prelata",ICI,image,match,incongruent,correct,0.4682082999497652
1014,img_winda,"nalet, debota","img_winda-nalet, debota",ICC,image,match,congruent,correct,0.4812362999655306
1014,kapelusz,"izodo, stotewal","kapelusz-izodo, stotewal",OII,orthography,mismatch,incongruent,correct,0.3801099000265822
1014,kapelusz,"izodo, stotewal","kapelusz-izodo, stotewal",OCI,orthography,match,incongruent,correct,0.3954971000785008
1014,silnik,"fena, prelata","silnik-fena, prelata",OIC,orthography,mismatch,congruent,correct,0.4255178000312298
1014,img_silnik,"fena, prelata","img_silnik-fena, prelata",III,image,mismatch,incongruent,correct,0.9423306
1014,img_winda,"nalet, debota","img_winda-nalet, debota",IIC,image,mismatch,congruent,correct,0.6240265000378713
1014,cytryna,"pakosta, beler","cytryna-pakosta, beler",OIC,orthography,mismatch,congruent,missed,N/A
1014,img_koza,"rocepra, rojon","img_koza-rocepra, rojon",ICI,image,match,incongruent,correct,0.5569434999488294
1014,img_fartuch,"ota, izodo","img_fartuch-ota, izodo",IIC,image,mismatch,congruent,missed,N/A
1014,torba,"owiza, lakob","torba-owiza, lakob",OCI,orthography,match,incongruent,missed,N/A
1014,torba,"owiza, lakob","torba-owiza, lakob",OII,orthography,mismatch,incongruent,missed,N/A
1014,img_koza,"rocepra, rojon","img_koza-rocepra, rojon",III,image,mismatch,incongruent,missed,N/A
1014,img_fartuch,"ota, izodo","img_fartuch-ota, izodo",ICC,image,match,congruent,missed,N/A
1014,cytryna,"pakosta, beler","cytryna-pakosta, beler",OCC,orthography,match,congruent,missed,N/A
1014,img_kapelusz,"izodo, stotewal","img_kapelusz-izodo, stotewal",IIC,image,mismatch,congruent,correct,0.7352689999388531
1014,img_skarpetka,"prelata, seranak","img_skarpetka-prelata, seranak",III,image,mismatch,incongruent,correct,0.5355463000014424
1014,img_kapelusz,"izodo, stotewal","img_kapelusz-izodo, stotewal",ICC,image,match,congruent,correct,0.5298810999374837
1014,jajko,"debota, nalet","jajko-debota, nalet",OCI,orthography,match,incongruent,correct,0.4914772999472916
1014,mewa,"lazin, tanek","mewa-lazin, tanek",OCC,orthography,match,congruent,correct,0.6861910000443459
1014,mewa,"lazin, tanek","mewa-lazin, tanek",OIC,orthography,mismatch,congruent,incorrect,0.2318606999469921
1014,img_skarpetka,"prelata, seranak","img_skarpetka-prelata, seranak",ICI,image,match,incongruent,correct,0.4923941000597551
1014,jajko,"debota, nalet","jajko-debota, nalet",OII,orthography,mismatch,incongruent,correct,0.7121566999703646
1014,krawat,"tanek, lazin","krawat-tanek, lazin",OCC,orthography,match,congruent,correct,0.2746336000273004
1014,img_cebula,"sawiko, staca","img_cebula-sawiko, staca",ICI,image,match,incongruent,correct,0.349333
1014,krawat,"tanek, lazin","krawat-tanek, lazin",OIC,orthography,mismatch,congruent,incorrect,0.3020402999827638
1014,wyspa,"josta, owiza","wyspa-josta, owiza",OCI,orthography,match,incongruent,correct,0.5916448
1014,img_cebula,"sawiko, staca","img_cebula-sawiko, staca",III,image,mismatch,incongruent,correct,0.4949356999713927
1014,wyspa,"josta, owiza","wyspa-josta, owiza",OII,orthography,mismatch,incongruent,correct,0.3541798000223934
1014,img_palec,"abuset, tobyla","img_palec-abuset, tobyla",ICC,image,match,congruent,correct,0.5459726999979466
1014,img_palec,"abuset, tobyla","img_palec-abuset, tobyla",IIC,image,mismatch,congruent,correct,0.2031641999492421
1014,img_stopa,"beler, uwa","img_stopa-beler, uwa",ICI,image,match,incongruent,correct,0.9133191000437364
1014,parasol,"izodo, ota","parasol-izodo, ota",OCI,orthography,match,incongruent,correct,0.3802217000629753
1014,img_stopa,"beler, uwa","img_stopa-beler, uwa",III,image,mismatch,incongruent,correct,1.1484921000665054
1014,kotwica,"fena, ezaja","kotwica-fena, ezaja",OCC,orthography,match,congruent,correct,0.2458155000349506
1014,img_dzwonek,"owiza, josta","img_dzwonek-owiza, josta",ICC,image,match,congruent,correct,0.5622478999430314
1014,parasol,"izodo, ota","parasol-izodo, ota",OII,orthography,mismatch,incongruent,correct,0.5220653000287712
1014,kotwica,"fena, ezaja","kotwica-fena, ezaja",OIC,orthography,mismatch,congruent,correct,0.5082274000160396
1014,img_dzwonek,"owiza, josta","img_dzwonek-owiza, josta",IIC,image,mismatch,congruent,incorrect,0.4129291999852285
1014,img_ryba,"nalet, alo","img_ryba-nalet, alo",ICC,image,match,congruent,correct,0.7147067999467254
1014,osa,"lalum, sawiko","osa-lalum, sawiko",OCC,orthography,match,congruent,correct,0.4043327999534085
1014,img_ziemniak,"lazin, pekom","img_ziemniak-lazin, pekom",ICI,image,match,incongruent,incorrect,0.4747618000255897
1014,dzwonek,"owiza, josta","dzwonek-owiza, josta",OCI,orthography,match,incongruent,correct,0.4785744999535382
1014,img_ziemniak,"lazin, pekom","img_ziemniak-lazin, pekom",III,image,mismatch,incongruent,correct,0.7210293000098318
1014,osa,"lalum, sawiko","osa-lalum, sawiko",OIC,orthography,mismatch,congruent,correct,0.4194388999603688
1014,dzwonek,"owiza, josta","dzwonek-owiza, josta",OII,orthography,mismatch,incongruent,correct,0.4482759999809786
1014,img_ryba,"nalet, alo","img_ryba-nalet, alo",IIC,image,mismatch,congruent,correct,0.6051282
1014,img_samolot,"beler, pakosta","img_samolot-beler, pakosta",ICI,image,match,incongruent,correct,0.5232016999507323
1014,img_kolano,"obir, ostana","img_kolano-obir, ostana",IIC,image,mismatch,congruent,correct,0.6458718000212684
1014,cebula,"sawiko, staca","cebula-sawiko, staca",OCC,orthography,match,congruent,correct,0.9307397999800742
1014,kolano,"obir, ostana","kolano-obir, ostana",OCI,orthography,match,incongruent,correct,0.8913149000145495
